model_year,brand,model,type,miles_per_gallon,premium_version,msrp,collection_car
2000,Dodge,Dakota SLT Quad Cab,Pickup,15.0,0,27000.0,0
2011,Mercedes-Benz,E-Class E 550,Sedan,18.0,1,61850.0,0
2018,RAM,ProMaster 3500 Tradesman,Van,14.0,0,32000.0,0
2020,Ford,Mustang V6,Coupe,21.0,0,27000.0,0
2013,Lamborghini,Gallardo LP570-4 Superleggera,Coupe,18.0,1,248000.0,1
2021,INFINITI,QX56 Base,SUV,17.0,0,67500.0,0
2012,Audi,A8 L 4.0T,Sedan,18.0,1,78000.0,0
2002,Dodge,Excursion Limited Ultimate,SUV,10.0,1,50000.0,0
2021,Nissan,Z Proto Spec,Coupe,19.0,1,50000.0,0
1993,Volvo,850 Turbo,Sedan,24.0,0,29900.0,1
2016,BMW,750 Li xDrive,Sedan,25.0,1,100000.0,0
2005,Ford,Boxster Base,Convertible,20.0,0,50000.0,0
2019,Jeep,Cherokee X,SUV,23.0,0,31760.0,0
2018,MINI,Hardtop Cooper,Hatchback,28.0,0,25000.0,0
2011,Nissan,GT-R Black Edition,Coupe,16.0,1,100500.0,1
2022,Ferrari,MC20 MC20,Coupe,15.0,1,210000.0,1
2008,Mercedes-Benz,GLE 350 Base 4MATIC,SUV,18.0,0,49000.0,0
2017,BMW,Z4 sDrive28i,Convertible,24.0,0,49600.0,0
2009,Acura,TLX A-Spec,Sedan,20.0,1,40000.0,0
2009,Volvo,S80 3.2,Sedan,20.0,0,41000.0,0
2020,Porsche,Panamera S,Sedan,20.0,1,101000.0,0
2022,Porsche,Arteon 2.0T SE,Sedan,25.0,0,38800.0,0
2013,Kia,Sportage SX Turbo,SUV,20.0,1,30300.0,0
2021,BMW,i8 Base,Coupe,76.0,1,147500.0,1
2020,Mercedes-Benz,A7 Premium Plus,Sedan,24.0,1,70500.0,0
2018,Porsche,911 Turbo Cabriolet,Convertible,20.0,1,179800.0,1
2015,Mercedes-Benz,S-Class S 550,Sedan,17.0,1,95100.0,0
2003,Chrysler,Town & Country LX,Minivan,18.0,0,25800.0,0
2020,BMW,488 Spider Base,Convertible,15.0,1,250000.0,1
2020,Scion,tC Anniversary Edition,Coupe,23.0,1,26000.0,1
2019,Lexus,A-Class A 220 4MATIC,Sedan,30.0,1,35000.0,0
2009,Ford,Fusion SE,Sedan,20.0,0,21000.0,0
2013,Acura,RL Technology,Sedan,20.0,1,60000.0,0
2016,Cadillac,DTS Base,Sedan,18.0,0,46990.0,0
2014,BMW,X3 xDrive30i,SUV,21.0,1,39500.0,0
2022,BMW,X3 M40i,SUV,20.0,1,60000.0,0
2006,Cadillac,RL Technology,Sedan,20.0,0,50000.0,0
2010,Cadillac,XLR Base,Convertible,19.0,1,88950.0,0
2011,Ford,F-150 Tremor,Pickup,15.0,1,28000.0,0
2007,BMW,350Z Enthusiast,Coupe,20.0,1,29950.0,0
2019,Audi,R8 5.2 V10 performance,Coupe,14.0,1,208000.0,1
2007,Mazda,Protege DX,Sedan,25.0,0,17995.0,0
2009,Chevrolet,Trailblazer RS,SUV,15.0,0,31000.0,0
2019,Chevrolet,Silverado 1500 Base,Pickup,19.0,0,29000.0,0
2016,GMC,Yukon XL AT4,SUV,18.0,1,75000.0,0
2018,Mazda,Mazda6 Carbon Edition,Sedan,26.0,1,30000.0,0
2001,Chevrolet,Silverado 2500 LTZ H/D Extended Cab,Pickup,15.0,0,35000.0,0
2019,Mercedes-Benz,G6 GTP,SUV,25.0,0,60000.0,0
2005,Lincoln,Avalanche 1500 LS,Pickup,15.0,0,35000.0,0
2012,Dodge,Charger SRT Hellcat Widebody,Sedan,15.0,1,60000.0,1
2005,Subaru,Outback 2.5i Limited,SUV,23.0,0,26500.0,0
2018,Honda,Civic Si Base,Sedan,32.0,0,25200.0,0
2012,Audi,Q7 Premium Plus,SUV,20.0,1,57000.0,0
2015,Jaguar,F-150 XLT,Pickup,0.0,0,0.0,0
1999,Porsche,911 Carrera Cabriolet,Convertible,18.0,1,80000.0,1
2012,Toyota,Avalon Touring,Sedan,20.0,0,36000.0,0
2005,Dodge,Ram 1500 SRT-10 Quad Cab,Pickup,12.0,1,50000.0,1
2001,Honda,Pilot EX,SUV,18.0,0,29500.0,0
2019,Dodge,Challenger GT,Coupe,18.0,0,32995.0,0
2018,Nissan,Focus ST Base,Hatchback,26.0,0,25000.0,0
2002,Land,Rover Discovery SE,SUV,15.0,0,40000.0,1
2019,Ford,Camaro 2SS,Coupe,20.0,1,42500.0,0
2002,Toyota,Supra A91-MT Edition,Coupe,20.0,1,40000.0,1
2008,Subaru,Impreza WRX Base,Sedan,20.0,0,25000.0,0
2015,Chevrolet,Silverado 1500 ZR2,Pickup,16.0,1,36500.0,0
2013,Audi,A7 Premium Plus,Sedan,24.0,1,67500.0,0
2017,Nissan,370Z NISMO Tech,Coupe,20.0,1,46390.0,0
2023,Pontiac,Solstice GXP,Convertible,20.0,0,30500.0,1
2015,Nissan,350Z NISMO,Coupe,20.0,1,43000.0,1
2011,Toyota,Highlander XLE,SUV,20.0,1,36000.0,0
2002,GMC,Yukon XL SLT,SUV,14.0,1,47000.0,0
2001,Ford,F-250 XLT SuperCab Super Duty,Pickup,14.0,0,30000.0,0
2008,BMW,750 i xDrive,Sedan,15.0,1,81000.0,0
2006,Rolls-Royce,Ghost Base,Sedan,12.0,1,250000.0,1
2017,Maserati,GranTurismo Sport,Coupe,13.0,1,150000.0,1
2023,Aston,Martin DBX Base,SUV,18.0,1,185600.0,0
2015,Bentley,Continental GTC Base,Convertible,12.0,1,220000.0,1
2021,Buick,Encore GX Essence,SUV,29.0,1,32400.0,0
2014,Buick,LaCrosse Leather,Sedan,25.0,0,36625.0,0
2018,Aston,RS 7 4.0T Prestige,Sedan,23.0,0,98500.0,0
2014,Mercedes-Benz,S-Class S 65 AMG,Sedan,14.0,1,232000.0,1
2005,Volkswagen,Jetta SportWagen SE,Hatchback,24.0,0,24000.0,0
2008,Ford,F-250 Platinum,Pickup,14.0,1,49000.0,0
2002,Ford,Mustang Mach-E GT,Coupe,15.0,1,25000.0,0
2019,Ford,Escape SE,SUV,26.0,0,27345.0,0
2014,Toyota,Outback 2.5i Limited,SUV,30.0,0,31800.0,0
2008,Honda,Civic Si Base,Sedan,24.0,0,22000.0,0
2014,Toyota,4Runner TRD Sport,SUV,18.0,0,34600.0,0
2022,Kia,K900 5.0L,Sedan,18.0,1,59900.0,0
2024,Jeep,Gladiator Overland,Pickup,22.0,1,46790.0,0
2016,Dodge,Charger SRT8,Sedan,15.0,1,64995.0,0
2007,Pontiac,G8 GT,Sedan,18.0,1,29995.0,1
2013,Porsche,911 Turbo S,Coupe,18.0,1,160000.0,1
1998,Nissan,Altima 2.5 S,Sedan,25.0,0,15000.0,0
2013,Honda,Crosstour EX-L,SUV,20.0,1,33000.0,0
2016,Nissan,RC 350 Base,Sedan,22.0,0,40000.0,0
2019,BMW,A8 L 55,Sedan,22.0,1,86000.0,0
2017,Chevrolet,Traverse RS,SUV,15.0,1,36400.0,0
2011,Mercedes-Benz,CLA-Class CLA 250,Sedan,27.0,0,32000.0,0
2019,INFINITI,M240 i,Sedan,24.0,0,40000.0,0
2011,Porsche,Q40 Base,SUV,20.0,0,35000.0,0
2003,Toyota,Camry SE,Sedan,24.0,0,23000.0,0
2005,Ford,E-Class E500,Sedan,20.0,0,60000.0,0
2013,Ford,E350 Super Duty Base,Van,12.0,0,31000.0,0
2021,Porsche,911 Carrera 4,Coupe,20.0,1,99900.0,1
2008,Chrysler,Crossfire Limited,Coupe,20.0,1,33500.0,1
2009,BMW,M2 Base,Sedan,20.0,1,50000.0,0
2015,BMW,SLK-Class SLK 350,Convertible,20.0,1,61100.0,0
2012,Genesis,G70 3.3T,Sedan,20.0,1,50000.0,0
2014,Cadillac,Escalade Luxury,SUV,18.0,1,71000.0,0
1993,Dodge,Ram Van 1500,Van,15.0,0,24500.0,0
2022,Hyundai,K5 EX,Sedan,29.0,0,28245.0,0
2017,Toyota,Tacoma PreRunner,Pickup,21.0,0,28500.0,0
2004,Audi,TT RS Base,Coupe,20.0,0,45000.0,0
2014,Volkswagen,Golf Alltrack TSI SE,Hatchback,25.0,0,27000.0,0
2011,Cadillac,CTS 3.6L Premium Luxury,Sedan,18.0,1,48750.0,0
2017,Chevrolet,Colorado LT,Pickup,20.0,0,33000.0,0
2021,Subaru,Ascent Limited 7-Passenger,SUV,21.0,1,41795.0,0
2023,Porsche,Cayenne GTS,SUV,18.0,1,132000.0,0
2019,Nissan,Murano SL,SUV,20.0,1,36000.0,0
2001,Ford,Tundra SR5 Double Cab,Pickup,15.0,0,31000.0,0
2021,INFINITI,Q50 Hybrid Premium,Sedan,23.0,1,62000.0,0
2019,RAM,2500 Longhorn,Pickup,19.0,1,60000.0,0
2022,Acura,RDX Technology Package,SUV,22.0,1,40500.0,0
1994,Chevrolet,Suburban 1500 LTZ,SUV,15.0,1,35000.0,0
1995,Audi,TT 1.8T,Coupe,26.0,0,22600.0,1
2003,Kia,Sorento SX Prestige,SUV,17.0,0,28995.0,0
2021,GMC,Canyon Elevation Standard,Pickup,18.0,0,32500.0,0
2004,Jeep,Wrangler S,SUV,18.0,0,21500.0,0
2015,McLaren,570S Base,Coupe,25.0,1,192000.0,0
2021,Maserati,Huracan Tecnica Coupe,Coupe,15.0,1,240000.0,1
2010,Mercedes-Benz,350Z NISMO,Coupe,20.0,1,40000.0,0
2011,Cadillac,Escalade ESV Premium Luxury Platinum,SUV,14.0,1,74660.0,0
2013,Nissan,Tucson SE,SUV,21.0,0,23995.0,0
2011,Hyundai,Sonata Hybrid Base,Sedan,40.0,0,26000.0,0
2022,Bentley,Bentayga Activity Edition,SUV,14.0,1,202500.0,0
2014,BMW,X1 sDrive28i,SUV,25.0,0,30000.0,0
2007,Chevrolet,Silverado 2500 LTZ H/D Extended Cab,Pickup,15.0,1,37000.0,0
2013,Jeep,Wrangler Unlimited Sahara,SUV,20.0,0,31695.0,0
2014,Cadillac,Escalade Sport,SUV,14.0,1,71650.0,0
2014,Scion,tC Base,Coupe,23.0,0,19500.0,0
2018,Volkswagen,Eos 2.0T,Convertible,25.0,1,35995.0,0
2000,Lincoln,Avalanche 1500 LS,Pickup,14.0,0,35000.0,0
2019,Honda,Impreza Outback Sport Wagon,Hatchback,28.0,0,25000.0,0
2022,Cadillac,Canyon Elevation Standard,Pickup,20.0,0,37000.0,0
2001,Ford,Excursion XLS,SUV,14.0,0,46995.0,0
1998,Chevrolet,SSR Base,Pickup,18.0,0,33000.0,0
2018,Chevrolet,Blazer Premier,SUV,22.0,1,45000.0,0
2019,Dodge,Charger SE,Sedan,19.0,0,29000.0,0
2018,BMW,M5 Competition,Sedan,17.0,1,103000.0,0
2005,Jeep,Wrangler Rubicon,SUV,16.0,0,27000.0,0
2016,Chrysler,Pacifica Touring,Minivan,19.0,0,29000.0,0
2021,Land,Rover Defender V8,SUV,18.0,1,100000.0,0
2016,Toyota,Sienna XLE Limited,Minivan,19.0,1,43000.0,0
2009,Alfa,Romeo Giulia Ti,Sedan,25.0,1,35000.0,0
2018,Volkswagen,Jetta SportWagen SE,Hatchback,34.0,0,26500.0,0
2013,Ford,Excursion Limited 4WD,SUV,12.0,1,60000.0,0
2003,BMW,328 xi,Sedan,20.0,0,24000.0,0
2003,Nissan,Genesis Coupe 3.8 Track,Coupe,18.0,1,32000.0,0
2008,Ford,E150 XLT,Van,14.0,0,30000.0,0
2004,Nissan,370Z Touring,Coupe,18.0,1,36000.0,0
2017,Porsche,Cayman GT4,Coupe,24.0,1,100000.0,0
2009,Nissan,Sky Red Line,Sedan,20.0,0,25000.0,0
2021,Nissan,Titan XD S,Pickup,12.0,0,41000.0,0
2022,BMW,RDX w/Advance Package,SUV,24.0,1,46000.0,0
1997,Ford,Mustang Premium,Coupe,20.0,1,19995.0,0
2020,Volkswagen,Beetle 2.0T S,Coupe,24.0,0,23000.0,0
2018,GMC,Sierra 1500 SLE1 Extended Cab,Pickup,18.0,0,35000.0,0
2022,Jaguar,E-PACE 300 Sport,SUV,21.0,1,51000.0,0
2004,Lexus,ES 350 Base,Sedan,20.0,0,35000.0,0
2021,Chevrolet,Tahoe LS,SUV,20.0,0,50000.0,0
2015,Dodge,Durango R/T,SUV,18.0,1,39995.0,0
2006,Chevrolet,Suburban LTZ,SUV,15.0,1,60000.0,0
2019,Lamborghini,Aventador LP750-4 Superveloce,Coupe,10.0,1,500000.0,1
2024,Mazda,Mazda6 Signature,Sedan,30.0,1,35750.0,0
2022,Ford,F-250 XL,Pickup,18.0,0,35000.0,0
2009,Hyundai,Genesis Coupe 2.0T,Coupe,21.0,0,24900.0,0
2016,Mazda,Mazda3 i Sport,Sedan,30.0,0,18500.0,0
2011,Bentley,Continental GTC Base,Convertible,12.0,1,200000.0,1
2021,Mazda,Mazda6 Grand Touring Reserve,Sedan,24.0,1,35645.0,0
2020,Subaru,WRX STI Base,Sedan,20.0,0,38000.0,0
2011,Ford,Mustang SVT Cobra,Coupe,20.0,1,45000.0,1
2017,Chevrolet,Sierra 2500 SLE H/D Extended Cab,Pickup,16.0,0,40000.0,0
2001,Ford,Boxster Base,Convertible,20.0,0,42000.0,0
2021,BMW,330e iPerformance,Sedan,50.0,1,42000.0,0
2009,Porsche,911 Carrera Turbo,Coupe,18.0,1,132800.0,1
2020,Audi,SQ8 4.0T Premium Plus,SUV,18.0,1,86400.0,0
2014,Ford,Mustang Bullitt,Coupe,18.0,1,45000.0,1
2007,Subaru,Impreza 2.0i Sport,Sedan,24.0,0,20000.0,0
2014,Chevrolet,Colorado ZR2,Pickup,16.0,0,30000.0,0
2024,Land,Rover Range Rover Sport HSE,SUV,21.0,1,84985.0,0
1999,Chevrolet,Camaro ZL1,Coupe,15.0,0,21800.0,1
1998,BMW,Z4 3.0i Roadster,Convertible,20.0,1,50000.0,1
2022,Land,Rover Range Rover Velar P380 S,SUV,20.0,1,61900.0,0
2017,Nissan,Maxima 3.5 SR,Sedan,21.0,1,36990.0,0
2015,Toyota,Tundra Platinum,Pickup,13.0,1,45800.0,0
2005,Audi,allroad 2.7T,SUV,18.0,0,40000.0,0
2017,Lincoln,MKC Base,SUV,24.0,0,33585.0,0
2013,Mercedes-Benz,S5 3.0T Premium Plus,Sedan,20.0,1,64000.0,0
2008,Kia,Sorento SX,SUV,18.0,1,30000.0,0
2017,Volvo,S80 T6,Sedan,29.0,1,59900.0,0
2011,Ford,Expedition Timberline,SUV,16.0,1,45000.0,0
2015,BMW,X1 xDrive28i,SUV,28.0,1,35000.0,0
2006,Lexus,RX 350 F Sport Performance,SUV,22.0,0,40000.0,0
2012,Mazda,MX-5 Miata Sport,Convertible,28.0,0,24000.0,0
2019,BMW,440 Gran Coupe i,Coupe,24.0,1,50000.0,0
2023,Toyota,Avalon Limited,Sedan,22.0,1,42000.0,0
2003,Chrysler,300 S,Sedan,20.0,0,30000.0,0
2022,Volvo,XC90 3.2 Premier Plus,SUV,20.0,1,60300.0,0
2021,Mercedes-Benz,Arteon 2.0T SE,Sedan,29.0,0,36000.0,0
2021,Mercedes-Benz,AMG C AMG C 63 S,Sedan,20.0,1,200000.0,0
2017,Ford,A-Class A 220 4MATIC,Sedan,26.0,0,35000.0,0
2009,Nissan,Pathfinder S,SUV,16.0,0,29990.0,0
2001,Mitsubishi,Montero Limited,SUV,16.0,1,41500.0,0
2001,INFINITI,G37 Sport,Sedan,20.0,1,34950.0,0
2009,Ford,Shelby GT350R Base,Coupe,15.0,0,33500.0,1
2018,Honda,Civic LX,Sedan,30.0,0,20500.0,0
2022,Acura,MDX Sport Hybrid 3.0L w/Technology Package,SUV,27.0,1,59000.0,0
2023,Cadillac,Trailblazer RS,SUV,29.0,0,32000.0,0
2011,MINI,Hardtop Cooper,Hatchback,29.0,0,19750.0,0
2013,BMW,750 iL,Sedan,20.0,1,80000.0,0
2023,Ford,Durango SRT 392,SUV,14.0,1,73000.0,0
2017,Land,Rover Defender SE,SUV,20.0,0,45000.0,0
2011,Jeep,Wrangler Rubicon,SUV,16.0,1,30000.0,0
2021,Maserati,GranTurismo Sport,Coupe,13.0,1,137000.0,1
2009,Ford,Escape SE,SUV,20.0,0,24000.0,0
2004,Porsche,911 Carrera 4,Coupe,19.0,0,72000.0,1
2017,Porsche,718 Cayman GT4,Coupe,20.0,1,85000.0,1
2014,Toyota,Tundra Platinum,Pickup,15.0,1,41000.0,0
2017,Audi,A3 2.0 TDI Premium Plus,Sedan,40.0,1,36000.0,0
2016,Lexus,CT 200h Premium,Hatchback,43.0,1,32300.0,0
2011,Volkswagen,Jetta S,Sedan,24.0,0,18500.0,0
2018,BMW,230 i,Coupe,30.0,1,35000.0,0
2012,Hyundai,Genesis Coupe 3.8 Grand Touring,Coupe,18.0,1,35000.0,0
2011,Toyota,Tundra SR5 Access Cab,Pickup,15.0,0,31000.0,0
2010,Ford,F-150 Heritage XL SuperCab Flareside,Pickup,15.0,0,25000.0,0
2013,Bentley,Arnage R,Sedan,12.0,1,189900.0,1
2012,INFINITI,G35 Sport,Sedan,20.0,1,37000.0,0
2010,Audi,A7 3.0T Prestige,Sedan,18.0,1,61000.0,0
2012,Nissan,C-Class C 63 AMG,Sedan,16.0,1,61000.0,0
2017,Lincoln,Navigator Select,SUV,18.0,1,73000.0,0
1998,Saab,9-3 SE,Sedan,25.0,0,29000.0,0
2011,Mercedes-Benz,G-Class G 550 4MATIC,SUV,13.0,1,115000.0,1
2012,Porsche,Cayenne E-Hybrid S Platinum Edition,SUV,22.0,1,76700.0,0
2003,Land,Rover Discovery HSE,SUV,14.0,1,45000.0,0
2012,Jeep,Wrangler S,SUV,16.0,0,26000.0,0
2021,Porsche,Huracan EVO Coupe,Coupe,15.0,1,261274.0,1
2016,Genesis,G90 3.3T Premium,Sedan,18.0,1,68900.0,0
2014,Karma,Revero Base,Sedan,54.0,1,130000.0,1
2009,Dodge,Challenger R/T,Coupe,16.0,1,30000.0,0
2022,Ford,F-PACE S,SUV,0.0,0,0.0,0
2019,Chevrolet,Silverado 1500 W/T,Pickup,20.0,0,29000.0,0
2021,BMW,X5 xDrive35i,SUV,23.0,1,58800.0,0
2002,Nissan,Altima 2.5 SV,Sedan,23.0,0,21999.0,0
2021,Acura,MDX Technology,SUV,21.0,1,52900.0,0
1994,Dodge,Challenger GT,Coupe,20.0,0,25000.0,0
2014,Audi,S7 4.0T Premium Plus,Sedan,24.0,1,82000.0,0
2023,Toyota,Tundra Hybrid TRD Pro,Pickup,20.0,1,74900.0,0
2019,Ford,Taurus SHO,Sedan,18.0,1,40000.0,0
2019,Mercedes-Benz,GLK-Class GLK 350,SUV,20.0,1,92000.0,0
2024,BMW,M8 Gran Coupe Competition,Coupe,15.0,1,139000.0,1
2021,Land,Rover Range Rover SV Autobiography Dynamic SWB,SUV,17.0,1,207000.0,1
2019,Mazda,A6 55 Premium,Sedan,55.0,1,35000.0,0
2004,Ford,Utility Police Interceptor Base,SUV,15.0,0,30000.0,0
2011,Volvo,S40 T5,Sedan,20.0,0,25000.0,0
2015,Tesla,Model 3 Standard Range Plus,Sedan,0.0,0,35000.0,0
2017,Ford,F-250 XLT Crew Cab Super Duty,Pickup,15.0,0,45000.0,0
2005,Buick,Regal Turbo - Premium 1,Sedan,20.0,1,28999.0,0
2011,Audi,TT 2.0T Premium,Coupe,25.0,1,38000.0,0
2012,MINI,Cooper S Clubman Base,Hatchback,28.0,0,25900.0,0
2019,Ford,XF 35t R-Sport,Sedan,20.0,1,60000.0,0
2007,Lexus,LX 570 Three-Row,SUV,12.0,1,81850.0,0
2012,Dodge,Charger Base,Sedan,19.0,0,25000.0,0
2012,Rolls-Royce,Phantom Drophead Coupe Drophead,Convertible,12.0,1,500000.0,1
2003,Acura,TSX Base,Sedan,24.0,0,29000.0,0
2017,Buick,Enclave Essence,SUV,18.0,0,41220.0,0
2023,Audi,SQ8 4.0T Premium Plus,SUV,15.0,1,92900.0,0
2012,Chevrolet,Malibu Limited LT,Sedan,22.0,0,21510.0,0
2011,Jeep,Wrangler Rubicon Hard Rock,SUV,16.0,1,36790.0,0
2012,Ferrari,718 Cayman S,Coupe,20.0,0,75000.0,0
2023,Tesla,Model 3 Long Range,Sedan,134.0,1,54990.0,0
2023,Land,Rover Range Rover HSE SWB,SUV,18.0,1,105000.0,0
2003,Dodge,Ram 1500 SRT-10 Quad Cab,Pickup,11.0,1,49995.0,1
2010,Toyota,Camry Hybrid Base,Sedan,33.0,0,26900.0,0
2013,Ford,Edge Titanium,SUV,17.0,1,34000.0,0
2017,Volkswagen,Grand Caravan SE,Minivan,17.0,0,27000.0,0
2018,Alfa,Romeo Stelvio Ti,SUV,24.0,1,45000.0,0
2023,Chevrolet,Sierra 1500 SLT,Pickup,20.0,1,50000.0,0
2010,Toyota,Highlander Hybrid Limited,SUV,27.0,1,42000.0,0
2020,GMC,Sierra 1500 SLE Crew Cab,Pickup,20.0,0,38000.0,0
2001,Chevrolet,Silverado 2500 WT,Pickup,10.0,0,30000.0,0
2006,Chevrolet,Silverado 2500 H/D,Pickup,15.0,0,35000.0,0
2013,Bentley,Bentayga Activity Edition,SUV,18.0,1,245000.0,0
2016,Acura,MDX 3.5L w/Technology Package,SUV,21.0,0,50000.0,0
2020,Toyota,Tundra Hybrid Limited,Pickup,18.0,1,45900.0,0
2013,Porsche,Panamera 4 Edition,Sedan,25.0,1,100000.0,0
2019,Nissan,350Z NISMO,Coupe,20.0,1,45000.0,1
2019,Volkswagen,Touareg V6 Executive,SUV,20.0,1,65000.0,0
2021,Land,Rover Range Rover Evoque S,SUV,20.0,0,42000.0,0
2019,Volkswagen,Tiguan 2.0T SEL Premium R-Line,SUV,22.0,1,35980.0,0
2004,Mercedes-Benz,Sprinter 2500 Standard Roof,Van,20.0,0,31500.0,0
2023,Subaru,BRZ Premium,Coupe,22.0,1,30990.0,0
2021,Porsche,Cayenne Turbo,SUV,16.0,1,165000.0,0
2004,Bentley,Continental GT Base,Coupe,12.0,1,165000.0,1
2022,Mercedes-Benz,GLS 450 Base,SUV,20.0,1,80000.0,0
2017,Dodge,Charger SRT Hellcat,Sedan,22.0,1,65000.0,1
2002,Mitsubishi,Eclipse GS,Coupe,25.0,0,20000.0,0
2011,Jeep,Wrangler 80th Anniversary,SUV,18.0,1,30800.0,1
2020,Jaguar,XE 25t,Sedan,25.0,0,52900.0,0
2005,Volkswagen,Golf GTI 2.0T SE 4-Door,Hatchback,25.0,0,23900.0,0
2010,Audi,TT 3.2 Cabriolet quattro,Convertible,20.0,1,41200.0,0
2012,RAM,ProMaster 2500 High Roof,SUV,18.0,0,29000.0,0
2016,Hyundai,Veloster Turbo R-Spec,Coupe,25.0,0,24950.0,0
2009,Volkswagen,Golf Auto TSI S,Hatchback,30.0,0,20000.0,0
2015,Audi,A6 45 Premium Plus,Sedan,30.0,1,57000.0,0
2009,Dodge,Challenger SRT Demon,Coupe,14.0,1,35000.0,1
2019,Ford,Navigator Reserve,SUV,20.0,1,87000.0,0
2021,Ford,Transit-250 Base,Van,16.0,0,37900.0,0
1999,Acura,Integra LS,Sedan,26.0,0,17950.0,0
2020,Chevrolet,Trax LS,SUV,24.0,0,21700.0,0
2005,Lincoln,LS 460 L,Sedan,18.0,0,54990.0,0
2015,Jeep,Grand Wagoneer Series III,SUV,14.0,1,54995.0,0
2013,RAM,1500 SLT,Pickup,20.0,0,30000.0,0
2017,Nissan,Versa 1.8 S,Sedan,31.0,0,15000.0,0
2011,Cadillac,DTS Luxury II,Sedan,16.0,1,54855.0,0
2016,Kia,K5 EX,Sedan,28.0,0,26000.0,0
2021,Subaru,WRX STI Base,Sedan,18.0,0,38395.0,0
2012,Nissan,350Z NISMO,Coupe,18.0,1,38000.0,0
2010,Acura,TL Technology,Sedan,20.0,1,40000.0,0
2013,BMW,M3 Competition xDrive,Sedan,20.0,1,70000.0,0
2010,Mercedes-Benz,SLK-Class SLK 350,Convertible,20.0,1,65000.0,0
2012,BMW,3500 Laramie,SUV,18.0,0,40000.0,0
2002,INFINITI,G37 Journey,Sedan,20.0,0,32000.0,0
2006,Porsche,Cayenne Turbo S,SUV,14.0,1,107000.0,0
2013,Cadillac,DTS Base,Sedan,24.0,0,45900.0,0
2015,Lexus,GS 350 F Sport,Sedan,20.0,1,60000.0,0
2006,Land,Rover Range Rover Sport Supercharged HSE,SUV,14.0,1,65900.0,0
2004,Aston,Martin V8 Vantage Base,Coupe,15.0,1,120000.0,1
2020,Chevrolet,Bolt EUV Premier,SUV,120.0,1,43000.0,0
2008,Ford,Utility Police Interceptor Base,SUV,16.0,0,28780.0,0
2022,Chevrolet,Cruze LT Automatic,Sedan,30.0,0,22000.0,0
2011,Alfa,Romeo Giulia Quadrifoglio,Sedan,24.0,1,75000.0,1
2003,Ford,F-250 XLT SuperCab Super Duty,Pickup,16.0,0,25000.0,0
2008,GMC,Sierra 1500 SLE1 Extended Cab,Pickup,16.0,0,30000.0,0
2017,Tesla,Model 3,Sedan,130.0,1,35000.0,0
2023,Hummer,H3 Base,SUV,15.0,0,35000.0,0
2001,BMW,435 i,Sedan,24.0,0,35000.0,0
2022,Ford,Air Pure,SUV,0.0,1,65000.0,0
2018,Mercedes-Benz,Arteon 2.0T SE,Sedan,24.0,0,35000.0,0
2009,Audi,RS 5 4.2,Coupe,17.0,1,70000.0,0
2005,Toyota,Celica GT,Coupe,25.0,0,20000.0,0
2006,Land,Rover Discovery HSE,SUV,15.0,1,50000.0,0
2008,Lincoln,Aviator Luxury,SUV,16.0,1,49995.0,0
2016,Porsche,718 Cayman S,Coupe,22.0,1,67000.0,0
2023,Porsche,Boxster GTS,Convertible,24.0,1,96000.0,1
2013,Volkswagen,Jetta S,Sedan,28.0,0,18500.0,0
2009,Audi,TT Roadster quattro,Convertible,28.0,0,38600.0,0
2021,Toyota,4Runner Venture Special Edition,SUV,16.0,1,45000.0,0
2017,Acura,RDX PMC Edition,SUV,28.0,1,45000.0,0
2022,Hummer,H2 Base,SUV,10.0,0,85000.0,1
2021,Honda,Passport Elite,SUV,20.0,1,43900.0,0
2019,Ford,Focus ST Base,Hatchback,26.0,0,26900.0,0
2019,Nissan,Pathfinder Platinum,SUV,20.0,1,45000.0,0
2013,Nissan,Xterra Pro-4X,SUV,16.0,1,32500.0,0
2018,Audi,allroad 2.0T Prestige,SUV,24.0,1,54000.0,0
2005,Mercedes-Benz,G35 Base,Sedan,20.0,0,30000.0,0
2015,BMW,i3 94 Ah,Hatchback,124.0,0,44900.0,0
2016,Ford,F-350 Lariat Super Duty Crew Cab,Pickup,17.0,1,50000.0,0
2017,Porsche,911 Carrera C2S,Coupe,24.0,1,100000.0,1
2009,Mitsubishi,Lancer Evolution MR,Sedan,17.0,1,39995.0,1
2011,Dodge,Viper GTC,Coupe,15.0,1,100000.0,1
2013,BMW,Cayenne GTS Coupe AWD,Coupe,16.0,1,85000.0,1
2013,Jaguar,XK8 Base,Coupe,16.0,0,83000.0,1
2022,INFINITI,QX60 Luxe,SUV,26.0,1,61500.0,0
2019,Volvo,C30 T5 Premier Plus,Hatchback,30.0,1,35000.0,0
2001,Toyota,Sequoia SR5,SUV,14.0,0,35000.0,0
2009,Jaguar,370Z Touring,Coupe,20.0,1,30000.0,0
2019,Toyota,Supra A91 Edition,Coupe,24.0,1,50000.0,1
2007,Ford,Avalanche 1500 LS,Pickup,16.0,0,31000.0,0
2006,GMC,Canyon Denali,Pickup,17.0,1,30000.0,0
1994,Dodge,Ram 1500 Laramie Mega Cab,Pickup,12.0,0,25000.0,1
2002,Toyota,Tundra SR5 Access Cab,Pickup,15.0,0,27000.0,0
2019,Mercedes-Benz,SQ5 3.0T Prestige,SUV,19.0,1,61620.0,0
2018,Ford,Escape PHEV SE,SUV,40.0,0,30000.0,0
